oldvar,RPP.LANDCLIMII
Silene vulgaris-group,zz.do not use
Silene vulgaris-type,zz.do not use
Silene vulgaris-type,zz.do not use
Silene vulgaris-type                    ,zz.do not use
Silene/Lychnis,zz.do not use
SILENE_T,zz.do not use
Silene=Silene undiff.,zz.do not use
Silene-t,zz.do not use
Silene-Typ,zz.do not use
Silene-type,zz.do not use
Silene-type,zz.do not use
Simethis mattiazzii,zz.do not use
Simethis planifolia,zz.do not use
Simocephalus,zz.do not use
Sinapis,zz.do not use
Sinapis rå,zz.do not use
Sinapis T.,zz.do not use
Sinapis -t.,zz.do not use
Sinapis type,zz.do not use
sinapis type,zz.do not use
Sinapis type,zz.do not use
Sinapis type rå,zz.do not use
"Sinapis-typ - nagelört, åkersenap, ängsbräsma m.fl.",zz.do not use
"Sinapis-typ - nagelört, åkersenap, ängsbräsma mm",zz.do not use
Sinapis-type,zz.do not use
Sinapis-type,zz.do not use
Sinapsis arvensis,zz.do not use
Sinapsis type,zz.do not use
Sinapsis type rå,zz.do not use
Sinapsis-type,zz.do not use
Sison amomum,zz.do not use
Sisymbrium,zz.do not use
Sisyrinchium,zz.do not use
Sisyrinchium,zz.do not use
Sisyrinchium type,zz.do not use
SIUM,zz.do not use
Sium latif.                             ,zz.do not use
Sium latifol. T.,zz.do not use
Sium latifolium,zz.do not use
SIUM LATIFOLIUM TYPE,zz.do not use
Sium latifolium-type,zz.do not use
Sium T,zz.do not use
Sium-type,zz.do not use
Size of cover glass (mm),zz.do not use
Skovrelaterede urter,zz.do not use
Smilax,zz.do not use
Smilax,zz.do not use
Smyrnium,zz.do not use
Smyrnium type,zz.do not use
sodi,zz.do not use
SOLAN_DULC,zz.do not use
SOLAN_NIGR,zz.do not use
Solanaceae,zz.do not use
SOLANACEAE,zz.do not use
Solanaceae,zz.do not use
SOLANACEAE,zz.do not use
SolanDul,zz.do not use
Solanum,zz.do not use
Solanum,zz.do not use
SOLANUM ,zz.do not use
Solanum ,zz.do not use
Solanum dulc.,zz.do not use
Solanum dulcamara,zz.do not use
solanum dulcamara,zz.do not use
SOLANUM DULCAMARA,zz.do not use
Solanum dulcamara,zz.do not use
Solanum dulcamara rå,zz.do not use
Solanum dulcamara type,zz.do not use
Solanum dulcamara-type,zz.do not use
Solanum dulcamare,zz.do not use
Solanum dulcamarum,zz.do not use
Solanum dulcarama,zz.do not use
Solanum nigrum,zz.do not use
SOLANUM NIGRUM,zz.do not use
Solanum nigrum,zz.do not use
Solanum nigrum ,zz.do not use
Solanum nigrum/Physalis,zz.do not use
Solanum nigrum-Typ,zz.do not use
Solanum nigrum-type,zz.do not use
Solanum nigrum-type,zz.do not use
Soldanella,zz.do not use
Soldanella,zz.do not use
Soldanella pusilla,zz.do not use
Soldanella-Typ,zz.do not use
Solidago,zz.do not use
SOLIDAGO,zz.do not use
Solidago t,zz.do not use
Solidago t.,zz.do not use
Solidago -t.,zz.do not use
Solidago type,zz.do not use
solidago type,zz.do not use
Solidago vigaurea-type,zz.do not use
Solidago viraurea-type,zz.do not use
Solidago virgaurea,zz.do not use
Solidago virgaurea type,zz.do not use
Solidago virgaurea-type,zz.do not use
Solidago virgaurea-type ,zz.do not use
Solidago virgaurea-type                 ,zz.do not use
Solidago-type,zz.do not use
Solution volume,zz.do not use
SOMME,zz.do not use
Sonchus,zz.do not use
SONCHUS OLERACEUS TYPE,zz.do not use
Sonchus oleraceus-type,zz.do not use
Sonchus type,zz.do not use
Sonchus-type,zz.do not use
SOOT SPHERES,zz.do not use
SOOT SPHERES FROM OIL / COAL,zz.do not use
Sorbus,zz.do not use
sorbus,zz.do not use
SORBUS,zz.do not use
Sorbus,zz.do not use
SORBUS,zz.do not use
SORBUS  ,zz.do not use
Sorbus aria,zz.do not use
Sorbus aria-type,zz.do not use
Sorbus auc.,zz.do not use
Sorbus aucuparia,zz.do not use
SORBUS AUCUPARIA,zz.do not use
Sorbus aucuparia                        ,zz.do not use
Sorbus aucuparia rå,zz.do not use
Sorbus aucuparia type,zz.do not use
Sorbus aucuparia-type,zz.do not use
Sorbus cf. aucuparia,zz.do not use
Sorbus Gruppe,zz.do not use
SORBUS INTERMEDIA,zz.do not use
Sorbus sp.,zz.do not use
Sorbus t.,zz.do not use
Sorbus t. ,zz.do not use
Sorbus type,zz.do not use
Sorbus type  ,zz.do not use
Sorbus type - rowen,zz.do not use
Sorbus/Cotoneaster,zz.do not use
Sorbus/Crataegeus,zz.do not use
Sorbus/Malus,zz.do not use
Sorbus/Prunus sp,zz.do not use
SorbusAu,zz.do not use
Sorbus-Typ,zz.do not use
Sorbus-typ - rönn,zz.do not use
Sorbustype,zz.do not use
Sorbus-type,zz.do not use
Sorbus-type,zz.do not use
Sorbus-type ,zz.do not use
Sorbus-type AUCUPARIA,zz.do not use
Sordaria,zz.do not use
SORDARIACEAE,zz.do not use
Sordariaceae,zz.do not use
SORDARIACEAE type,zz.do not use
Sordaria-type,zz.do not use
sp,zz.do not use
Spagnales,zz.do not use
Spagnum,zz.do not use
Sparaganium emersum-type,zz.do not use
Sparg t,zz.do not use
Sparg. emersum,zz.do not use
Sparg. erect. T,zz.do not use
Sparga typha,zz.do not use
Spargamium t,zz.do not use
SPARGAN_T,zz.do not use
Spargani,zz.do not use
Sparganiaceae,zz.do not use
Sparganiaceae/Typhaceae,zz.do not use
Sparganium,zz.do not use
sparganium,zz.do not use
SPARGANIUM,zz.do not use
Sparganium,zz.do not use
SPARGANIUM,zz.do not use
SPARGANIUM  ,zz.do not use
Sparganium (broken),zz.do not use
Sparganium (crumpled),zz.do not use
Sparganium (degraded),zz.do not use
Sparganium (intact),zz.do not use
Sparganium angustifolium type,zz.do not use
Sparganium emeresum type,zz.do not use
Sparganium emersum,zz.do not use
Sparganium emersum -t.,zz.do not use
Sparganium emersum type,zz.do not use
Sparganium emersum-type,zz.do not use
Sparganium emersum-type,zz.do not use
Sparganium erectum,zz.do not use
SPARGANIUM ERECTUM,zz.do not use
Sparganium erectum,zz.do not use
Sparganium erectum                      ,zz.do not use
Sparganium erectum - stor igelknopp,zz.do not use
Sparganium erectum rå,zz.do not use
Sparganium erectum -t.,zz.do not use
Sparganium erectum type,zz.do not use
Sparganium erectum-type,zz.do not use
Sparganium t.,zz.do not use
Sparganium T.,zz.do not use
Sparganium Typ,zz.do not use
Sparganium type,zz.do not use
sparganium type,zz.do not use
SPARGANIUM TYPE,zz.do not use
SPARGANIUM TYPE UNDIFF.,zz.do not use
Sparganium/Typha,zz.do not use
SPARGANIUM/TYPHA,zz.do not use
Sparganium/Typha,zz.do not use
Sparganium/Typha   ,zz.do not use
Sparganium/Typha angustifolia,zz.do not use
Sparganium/typha angustifolia,zz.do not use
Sparganium/typha spp.,zz.do not use
Sparganium/Typha type,zz.do not use
Sparganium/typha type,zz.do not use
Sparganium\Typha,zz.do not use
SPARGANIUM-T.,zz.do not use
Sparganium-Typ,zz.do not use
Sparganium-type,zz.do not use
Sparganium-type,zz.do not use
Sparganium-type ,zz.do not use
Sparganium-type ,zz.do not use
Sparganium-type=Sparganium erectum-type,zz.do not use
Sparganium-Typha ,zz.do not use
Spartium,zz.do not use
Spartium junceum,zz.do not use
Spergula,zz.do not use
SPERGULA,zz.do not use
spergula,zz.do not use
Spergula arvensis,zz.do not use
SPERGULA ARVENSIS,zz.do not use
Spergula arvensis,zz.do not use
Spergula arvensis t.,zz.do not use
Spergula arvensis type,zz.do not use
Spergula arvensis-t,zz.do not use
Spergula arvensis-type,zz.do not use
Spergula arvensis-Type,zz.do not use
SPERGULA SPP,zz.do not use
Spergula -t.,zz.do not use
Spergula Typ,zz.do not use
Spergula type,zz.do not use
SPERGULA TYPE,zz.do not use
spergula type,zz.do not use
Spergula/Spergularia,zz.do not use
SPERGULARI,zz.do not use
Spergularia,zz.do not use
SPERGULARIA,zz.do not use
Spergularia rubra,zz.do not use
Spergularia sp,zz.do not use
SPERGULARIA T,zz.do not use
Spergularia type,zz.do not use
Spergularia?,zz.do not use
Spergularia-t,zz.do not use
Spergularia-Typ,zz.do not use
Spergularia-typ - rödnarv,zz.do not use
Spergularia-type,zz.do not use
Spergularia-type,zz.do not use
Spergula-Typ,zz.do not use
Spergula-type,zz.do not use
SPERMATOPHYTA INDETERMINATA,zz.do not use
Sph.+PS,zz.do not use
Sph+PS,zz.do not use
Sphaerostephanos,zz.do not use
Sphagnales,zz.do not use
Sphagnum,zz.do not use
sphagnum,zz.do not use
SPHAGNUM,zz.do not use
Sphagnum,zz.do not use
Sphagnum ,zz.do not use
Sphagnum  ,zz.do not use
Sphagnum   ,zz.do not use
Sphagnum                                ,zz.do not use
Sphagnum - vitmossa,zz.do not use
SPHAGNUM SPP,zz.do not use
Sphagnum sum,zz.do not use
Spheroidal carbonaceous particles,zz.do not use
Spike,zz.do not use
Spike,zz.do not use
Spike (Lycopodium spores),zz.do not use
Spike (number counted),zz.do not use
SPIKE CONCENTRATION,zz.do not use
"Spike tablets (added, number)",zz.do not use
"Spike tablets (concentration, grains/tablet)",zz.do not use
"Spike tablets (standard deviation, grains/tablet)",zz.do not use
SPIKE VOLUME,zz.do not use
Spikes,zz.do not use
Spikes/slide,zz.do not use
Spikes/tablet,zz.do not use
Spikes/tablet,zz.do not use
Spiniferites belerius,zz.do not use
Spiniferites bentorii,zz.do not use
Spiniferites cruciformis,zz.do not use
Spiniferites cruciformis,zz.do not use
Spiniferites mirabilis,zz.do not use
Spiniferites ramosus,zz.do not use
Spiniferites sp.,zz.do not use
Spiraal,zz.do not use
Spiraea,zz.do not use
Spirea,zz.do not use
SPIROGYRA,zz.do not use
SPIROGYRA,zz.do not use
Spirogyra,zz.do not use
Spirogyra type,zz.do not use
spor+p,zz.do not use
Sporae triletae,zz.do not use
Sporae triletae incl. Sphagnum,zz.do not use
Sporangium,zz.do not use
Spore monolete,zz.do not use
Spore monolete lisse,zz.do not use
Spore trilete,zz.do not use
Spore trilete lisse,zz.do not use
Spore trilete ornementee,zz.do not use
Spores,zz.do not use
SPORES,zz.do not use
spores,zz.do not use
Spores mono,zz.do not use
Spores Monoletes,zz.do not use
Spores monoletes,zz.do not use
Spores per tablet,zz.do not use
Spores triletes,zz.do not use
Sporormiella,zz.do not use
Sporormiella-type,zz.do not use
Sporormiella-type,zz.do not use
Sporväxter,zz.do not use
Spurgularia-type,zz.do not use
Stachys,zz.do not use
STACHYS,zz.do not use
Stachys  type,zz.do not use
Stachys sylvatica  type,zz.do not use
Stachys sylvatica type,zz.do not use
Stachys sylvatica-typ - stinksyska,zz.do not use
Stachys sylvatica-type,zz.do not use
Stachys sylvatica-type=Stachys-type,zz.do not use
Stachys t.,zz.do not use
Stachys -t.,zz.do not use
Stachys t. ,zz.do not use
Stachys type,zz.do not use
stachys type,zz.do not use
STACHYS TYPE,zz.do not use
Stachys type,zz.do not use
STACHYS_ST,zz.do not use
Stachys-Typ,zz.do not use
Stachys-typ,zz.do not use
Stachys-type,zz.do not use
Stachys-type.,zz.do not use
Staphylea,zz.do not use
Staphylea pinnata,zz.do not use
Statice,zz.do not use
Statice spicata type,zz.do not use
Staurastrum,zz.do not use
Staurastrum paradoxum,zz.do not use
Staurastrum type,zz.do not use
StelHol,zz.do not use
Stellaria,zz.do not use
STELLARIA,zz.do not use
Stellaria cf. S. graminea,zz.do not use
Stellaria cf. S. media,zz.do not use
Stellaria cf. S. nemorum,zz.do not use
Stellaria cf. S. palustris,zz.do not use
Stellaria graminea,zz.do not use
Stellaria holostea,zz.do not use
STELLARIA HOLOSTEA,zz.do not use
Stellaria holostea                      ,zz.do not use
stellaria holostea type,zz.do not use
Stellaria holostea-type,zz.do not use
Stellaria nemorum,zz.do not use
STELLARIA PALUSTRIS,zz.do not use
STELLARIA SPP,zz.do not use
Stellaria type,zz.do not use
STELLARIA TYPE,zz.do not use
STELLARIA TYPE ,zz.do not use
Stellaria( caryophyllaceae type),zz.do not use
Stellaria-type,zz.do not use
Stipa,zz.do not use
stomata,zz.do not use
Stomata,zz.do not use
Stomata,zz.do not use
Stomata Pinus,zz.do not use
Stomata size,zz.do not use
stomata sum,zz.do not use
Stomata sum,zz.do not use
Stomata undiff.,zz.do not use
"Stomata, Pinus",zz.do not use
Stratiotes,zz.do not use
STRATIOTES,zz.do not use
Stratiotes aloides,zz.do not use
Stratiotes aloides,zz.do not use
Stratoides aloides,zz.do not use
Styrax,zz.do not use
Styrax,zz.do not use
Suaeda,Amanranthaceae/Chenopodiaceae
Suaeda type,Amanranthaceae/Chenopodiaceae
Succia rå,zz.do not use
Succisa,zz.do not use
succisa,zz.do not use
SUCCISA,zz.do not use
Succisa,zz.do not use
Succisa ,zz.do not use
Succisa   ,zz.do not use
Succisa - ängsvädd,zz.do not use
Succisa pratensis,zz.do not use
SUCCISA PRATENSIS,zz.do not use
Succisa pratensis ,zz.do not use
Succisa pratensis                       ,zz.do not use
Succisa pratensis type,zz.do not use
Succisa pratensis=Succisa pratensis-type=Succisa,zz.do not use
Succisa rå,zz.do not use
Succisa type,zz.do not use
Succisa-Typ,zz.do not use
Succisa-type,zz.do not use
Succisa-type,zz.do not use
Succisia,zz.do not use
Succissa,zz.do not use
Succissa ,zz.do not use
Suchissa t,zz.do not use
Suirusios neapib. Zied,zz.do not use
Sum 10 excluded taxa,zz.do not use
Sum 25 taxa,zz.do not use
SUM ADDED SPORES,zz.do not use
sum algae,zz.do not use
Sum AP,zz.do not use
Sum aquatics,zz.do not use
sum aquatics,zz.do not use
sum dwarf shrubs,zz.do not use
sum herbs,zz.do not use
sum indeterminable,zz.do not use
Sum NAP,zz.do not use
Sum of Aquatics,zz.do not use
sum of terrestrials,zz.do not use
Sum Pediastrum,zz.do not use
Sum pollen,zz.do not use
SUM POLLEN AND SPORES,zz.do not use
sum pteridophytes,zz.do not use
sum Sphagnum,zz.do not use
Sum spores,zz.do not use
SUM TERESTRIAL AND SPORES,zz.do not use
SUM TERESTRIAL PLANTS,zz.do not use
SUM TERRESTRIAL PLANTS,zz.do not use
SUM TERRIPHYTES,zz.do not use
SUM TERRIPHYTES AND SPORES,zz.do not use
sum trees and shrubs,zz.do not use
Sum25,zz.do not use
Suma Pol·len,zz.do not use
summ,zz.do not use
Summe Baeume,zz.do not use
Summe Präquatärer Pollen,zz.do not use
SumUdenCyp,zz.do not use
Swertia,zz.do not use
Swertia perennis,zz.do not use
Symphoricarpos,zz.do not use
Symphytum,zz.do not use
symphytum,zz.do not use
SYMPHYTUM,zz.do not use
Symphytum,zz.do not use
SYMPHYTUM,zz.do not use
Symphytum tuberosum,zz.do not use
Symphytum type,zz.do not use
Symphytum-type,zz.do not use
Symplocos,zz.do not use
Syringa,zz.do not use
Syringa vulgaris,zz.do not use
Syzygium type,zz.do not use
T MYRICA,zz.do not use
T. angustifolia,zz.do not use
t. CEREALIA,Cerealia-t
t. Veronica,zz.do not use
T.angustifolia,zz.do not use
T.latifolia,zz.do not use
T.Pollen count,zz.do not use
T.scor,zz.do not use
T_127,zz.do not use
T_31A,zz.do not use
T_352,zz.do not use
T_37,zz.do not use
T_others (not included in 35 taxa),zz.do not use
T_Sum 35 taxa,zz.do not use
tabl arv,zz.do not use
Tableti kontsentratsioon,zz.do not use
Tablets,zz.do not use
Tablets,zz.do not use
Tabletten pro Volumen,zz.do not use
Tamaricaceae,zz.do not use
Tamarix,zz.do not use
Tamarix,zz.do not use
TAMARIX,zz.do not use
Tamus,zz.do not use
TAMUS,zz.do not use
Tamus,zz.do not use
Tamus communis,zz.do not use
Tamus communis,zz.do not use
TANACETUM,zz.do not use
Taraxacu,zz.do not use
Taraxacum,zz.do not use
Taraxacum officinale,zz.do not use
Taraxacum officinale-group,zz.do not use
Taraxacum type,zz.do not use
Taraxacum/type,zz.do not use
Taraxacum-type,zz.do not use
Taraxacum-type rå,zz.do not use
Taraxatum,zz.do not use
Taraxocum,zz.do not use
Taxodiaceae,zz.do not use
Taxonomically undiff. spores,zz.do not use
Taxus,zz.do not use
TAXUS,zz.do not use
taxus,zz.do not use
Taxus,zz.do not use
TAXUS,zz.do not use
Taxus - idegran,zz.do not use
Taxus baccata,zz.do not use
TAXUS BACCATA,zz.do not use
Taxus baccata,zz.do not use
Taxus ,zz.do not use
TAXUS/CUPRESSUS,zz.do not use
TCT,zz.do not use
Tecaphora type,zz.do not use
Tecaphora-type,zz.do not use
Telmato- & Amphiphyter,zz.do not use
TELMATO- & AMPHIPHYTES,zz.do not use
Terrestrial Herbs,zz.do not use
terrestrial plants,zz.do not use
Terrestrial pollen,zz.do not use
terrestrial pollen & spores,zz.do not use
Terrestrial pollen & spores,zz.do not use
Terrestrial pollen & spores sum,zz.do not use
Terrestrial pollen sum,zz.do not use
Tertiäre Typen,zz.do not use
Test de Foraminiferes,zz.do not use
Tetraedron,zz.do not use
Tetraedron minimum,zz.do not use
Tetraedron trigonum,zz.do not use
Tetraglonolobus,zz.do not use
Tetraploa,zz.do not use
Tetraploa aristata,zz.do not use
Teucrium,zz.do not use
teucrium,zz.do not use
TEUCRIUM,zz.do not use
Teucrium,zz.do not use
TEUCRIUM,zz.do not use
Teucrium chamaedrys,zz.do not use
TEUCRIUM t.,zz.do not use
Teucrium type,zz.do not use
Teucrium-type,zz.do not use
Teucrium-type,zz.do not use
Thalicfl,zz.do not use
Thalicrum,zz.do not use
Thalictr,zz.do not use
Thalictrium,zz.do not use
Thalictrum,zz.do not use
thalictrum,zz.do not use
THALICTRUM,zz.do not use
Thalictrum,zz.do not use
THALICTRUM,zz.do not use
Thalictrum ,zz.do not use
THALICTRUM  ,zz.do not use
Thalictrum                              ,zz.do not use
Thalictrum - ängsruta m.fl.,zz.do not use
Thalictrum - ängsruta mm,zz.do not use
Thalictrum \it.,zz.do not use
Thalictrum alpina,zz.do not use
Thalictrum aquilegifolium,zz.do not use
Thalictrum aquilegiifolium,zz.do not use
Thalictrum flavum,zz.do not use
Thalictrum flavum type,zz.do not use
Thalictrum flavum-type,zz.do not use
Thalictrum lucidum,zz.do not use
Thalictrum minus,zz.do not use
Thalictrum rå,zz.do not use
THALICTRUM SPP,zz.do not use
Thalictrum T,zz.do not use
Thalictrum type,zz.do not use
THALICTRUM TYPE,zz.do not use
THALICTRUM type,zz.do not use
THALICTRUM TYPE ,zz.do not use
Thalictrum ,zz.do not use
Thalictrum-type,zz.do not use
Thalictum,zz.do not use
thaliictru,zz.do not use
THECAPHORA,zz.do not use
Theligonum,zz.do not use
theligonum,zz.do not use
Theligonum cynocambre,zz.do not use
Theligonum cynocrambe,zz.do not use
Theligonum cynocrambe,zz.do not use
Thelipteris palustris,zz.do not use
Thelpteris,zz.do not use
Thelycrania,zz.do not use
Thelygonum,zz.do not use
THELYGONUM,zz.do not use
THELYP_PAL,zz.do not use
ThelypPal,zz.do not use
Thelypt. pal.,zz.do not use
Thelypte,zz.do not use
Thelypteri,zz.do not use
Thelypteris,zz.do not use
thelypteris,zz.do not use
Thelypteris,zz.do not use
Thelypteris palustris,zz.do not use
THELYPTERIS PALUSTRIS,zz.do not use
Thelypteris palustris,zz.do not use
Thelypteris palustris ,zz.do not use
Thelypteris palustris type,zz.do not use
Thelypteris palustris ,zz.do not use
Thelypteris phegopteris,zz.do not use
Thelypteris-t,zz.do not use
Thelypteris-type,zz.do not use
Thelyptris palustris,zz.do not use
Thesium,zz.do not use
Thesium,zz.do not use
THESIUM HUMIFUSUM,zz.do not use
Thymelaceae,zz.do not use
THYMELACEAE,zz.do not use
Thymelaea,zz.do not use
Thymelaea,zz.do not use
THYMELAEA,zz.do not use
Thymelaeaceae,zz.do not use
Thymelaeaceae,zz.do not use
THYMELAEACEAE,zz.do not use
Thymeleaceae,zz.do not use
Thymus,zz.do not use
Thymus T,zz.do not use
Thymus type,zz.do not use
Thypha lat.,zz.do not use
Tilia,Tilia
TILIA,Tilia
tilia,Tilia
Tilia,Tilia
TILIA,Tilia
Tilia ,Tilia
TILIA ,Tilia
Tilia ,Tilia
Tilia  ,Tilia
Tilia   ,Tilia
TILIA   ,Tilia
Tilia                                   ,Tilia
Tilia - lind,Tilia
Tilia cord.,Tilia
Tilia cordata,Tilia
Tilia cordata ,Tilia
Tilia cordata Typ,Tilia
Tilia cordata type,Tilia
TILIA CORDATA TYPE,Tilia
Tilia cordata/platyphyllos,Tilia
Tilia cordata-Typ,Tilia
Tilia cordata-type,Tilia
Tilia cordata-type,Tilia
Tilia cordata-type ,Tilia
Tilia cordata-type ,Tilia
Tilia indeterminata ,Tilia
Tilia indeterminata ,Tilia
TILIA PLATHYPHYLLOS TYPE,Tilia
Tilia platy.,Tilia
TILIA PLATYPHYLLA * ingår i 126,Tilia
Tilia platyphyllos,Tilia
Tilia platyphyllos Typ,Tilia
Tilia platyphyllos-Typ,Tilia
Tilia platyphyllos-type,Tilia
Tilia platyphyllos-type ,Tilia
Tilia platyphyllos-type ,Tilia
Tilia rå,Tilia
Tilia udiff.,Tilia
Tilia undiff.,Tilia
Tillaea,zz.do not use
Tilletia,zz.do not use
TILLETIA,zz.do not use
Tilletia,zz.do not use
Tilletia caries type,zz.do not use
Tilletia caries-type,zz.do not use
Tilletia sphagni,zz.do not use
Tilletia sphagni,zz.do not use
Tilletia sphagnii,zz.do not use
Tipuga kell,zz.do not use
TLP,zz.do not use
TLP+aquatics,zz.do not use
TLP+spores,zz.do not use
Tofeldia-type,zz.do not use
Tofieldea-type,zz.do not use
Tofieldia,zz.do not use
TOFIELDIA,zz.do not use
Tofieldia,zz.do not use
Tofieldia pusila,zz.do not use
Tofieldia pusilla,zz.do not use
Torilis,zz.do not use
Torilis arvensis,zz.do not use
Torilis arvensis type,zz.do not use
TORILIS JAPONICA,zz.do not use
Torilis japonica,zz.do not use
Torilis japonica,zz.do not use
Torilis japonica type,zz.do not use
Torilis nodosa,zz.do not use
Total,zz.do not use
Total accumulation rate (grains/cm²/yr),zz.do not use
Total charcoal,zz.do not use
TOTAL LAND POLLEN,zz.do not use
Total number of lines,zz.do not use
Total Poaceae >37um,zz.do not use
Total Pollen,zz.do not use
Total Pollen & Spores,zz.do not use
Total Pollen concentration,zz.do not use
Total pollen concentration,zz.do not use
Total Pollen Concentration,zz.do not use
Total Terrestrial Pollen,zz.do not use
Total woodland,zz.do not use
Total woodland + open land (A+B+C+D+E),zz.do not use
Tr‘er,zz.do not use
Tr„d,zz.do not use
Trachomitum,zz.do not use
Trachomitum,zz.do not use
Trachycarpus,zz.do not use
Trachycarpus fortunei,zz.do not use
Träd,zz.do not use
"Träd utom C, D, E",zz.do not use
Tragopogo,zz.do not use
Tragopogon,zz.do not use
